node	children_node
733	461,565,617,692
734	376,501,599
735	489
736	650
737	393,394,468,469,470,471,472,613,661,662,722
738	361
739	379
740	588
741	651,652
742	467
743	459
744	562
745	388,389,704,717,718
746	574,575
747	446,447,448,449,452
748	566
749	623
750	530
751	532,533
752	529,531
753	485,558
754	607,608,685
755	381,382
756	641
757	665,707
758	572,579,580,600
759	637
760	367,399
761	368
762	621
763	362
764	631,666,696
765	505
766	380,490,491,492
767	395,442,563
768	654,658,659
769	506
770	581,614
771	371,478,479,553,554,638
772	605
773	509
774	493
775	552,705
776	383,405,486,656
777	582
778	511,512
779	655,710
780	413,480,611,616,627
781	500,508,526,640
782	406,494
783	438
784	612,726
785	407
786	398
787	484
788	663
789	527,583,590
790	473
791	408,409
792	364,497,646,647,648
793	364,365
794	673,706
795	676,721
796	698
797	592,593,594
798	595,657
799	414
800	667
801	625,712
802	534,538,539,540
803	535,541,542,543
804	536,544,545,546
805	537,547,548,549
806	561
807	561
808	561
809	561
810	603
811	577
812	481,626
813	416,423
814	498,615
815	703
816	410
817	402,634,699
818	596
819	610
820	396,436,700
821	678,679
822	644
823	385,386,601,602
824	674,675
825	680,683
826	424
827	453
828	455,456,474,560,633
829	477
830	457,713,725
831	520,521,522
832	568,571,688,715
833	444,463,464,504,514,567,697,714
834	401,687
835	686
836	440
837	578
838	403,524,645,708
839	620,693,694,709
840	363,429,430,431
841	411,458
842	672
843	370,635,642
844	557
845	460
846	384,387
847	569,695
848	598
849	475,636,719,720
850	727
851	445,450,451,454,455,476,829
852	629,630,763,817
853	737,738
854	835
855	772
856	586,670,740,789
857	377,812
858	690,775
859	711,739
860	576,744,746
861	397,671,755,768
862	606,754
863	756,791
864	434,443,564,585,799
865	441,499,701,759
866	668,762
867	510,770
868	794,795
869	573,777
870	728
871	437,628,780,781,784,788
872	584,787
873	495,496,782
874	730,827
875	556,597,624,846
876	426,427,428,845
877	487,668,762
878	796,797,800
879	373,439,632,815,816
880	550,752,802,806
881	751,803,807
882	750,804,808
883	528,805,809
884	421,513,811
885	736
886	515,516,517,518,519,523,831
887	551,818
888	819
889	682,821
890	622,728
891	465,525,834
892	415,841
893	609,771,783,822
894	778
895	828
896	716,842
897	555,844
898	732,826,848
899	734
900	366,731
901	850
902	503,570,591,664,766,873,899,900
903	888
904	753,760,761,843,896
905	619,749,860,866
906	880,881,882,883
907	864
908	757,764,872
909	836,865
910	867
911	507,870
912	372,435,801,814,879
913	387,660,669,877
914	649,779,871
915	729,884
916	855,887
917	823,861
918	890
919	466,559,742,758,862
920	892
921	858
922	404,643,884
923	901
924	901
925	384,390,913
926	839,847,905
927	378,384,913
928	374,400,462,775,830,832,833,838,849,891,912
929	911
930	913
931	922
932	786,790,837,853,893,897,919
933	488,915
934	384,391,913
935	384,392,913
936	384,390,913
937	923
938	412,765,773,820,854,856,903,909,910,916,932
939	934
940	936
941	936
942	925
943	925
944	422,425,604,618,792,793,813,875,876,930,931
945	677,681,684,824,825,928
946	852,924
947	733,735,747,748,851,863,886,906,918,926,929
948	724,935
949	937
950	419,432,810,898,944
951	925,939
952	948
953	948
954	942,943
955	769,868,889,945
956	589,639,949
957	502,927,940,941,951,952,953,954
958	369,482,743,745,767,774,776,798,857,859,885,957
959	869,956
960	902,950,958
961	433,483,785,874,959
962	914,961
963	420,653,741,840,878,894,895,904,907,908,917,920,921,933,946,947,962
